Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Cluster,PCA1,PCA2
Piya Chhod Dihin Na,Piya Chhod Dihin Na,Pawan Singh,4/11/2024,INS182401138,"3,136",24.6,1540667.0,28.0,177865.0,,35669549.0,"389,761",,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-1.5369401831422238,-0.563209766913254
CASE 143,MAXIDENT,Stray Kids,10/7/2022,US5TA2200101,"3,149",24.6,195260412.0,19052.0,6239806.0,66.0,188978133.0,"3,724,486","234,802","233,063,325",1397216002.0,"191,346,183",9.0,"1,742",134,3.0,"23,299",33.0,1350078.0,"2,761",3224599.0,505263.0,,0.0,0,-1.1223598865525968,-0.5849131268325026
Give It To Me - Full Vocal Mix,Give It to Me (Full Vocal Mix) - Single,Matt Sassari,10/22/2021,GBHAD2102631,"3,153",24.6,476476352.0,98305.0,79758106.0,78.0,780251.0,"8,207","2,600","872,891",12295262.0,,16.0,"8,048",,26.0,"482,266",,10227.0,,3224599.0,271088.0,,0.0,0,0.5614932958345509,-0.21620500516228844
Slow Dancing,Layover - EP,V,9/8/2023,USA2P2339031,"3,148",24.6,371463000.0,9688.0,17934921.0,77.0,55364757.0,"2,775,274","2,388","846,113",4288273.0,"166,972,687",9.0,"2,630",14,10.0,"283,130",1.0,2178688.0,414,3224599.0,299318.0,,0.0,0,-0.9430456556310198,-0.5067446745268708
F**kin' Problems,F**kin' Problems,A$AP Rocky,10/24/2012,USRC11201220,"3,138",24.6,803286487.0,157238.0,36820510.0,70.0,376403733.0,"2,672,337","10,581","6,181,144",49465552.0,"147,612,858",79.0,"22,371",,55.0,"397,602",24.0,514590007.0,"672,943",3224599.0,854584.0,,1.0,1,2.247667185217508,0.949624831481829
Are You Entertained (feat. Ed Sheeran),Are You Entertained (feat. Ed Sheeran),Russ,7/22/2022,QZQAY2214416,"3,135",24.6,65786757.0,28190.0,2251668.0,56.0,27754329.0,"216,369","1,402,413","11,252,716",203863372.0,"105,632,102",2.0,"9,490",493,3.0,"15,604",,17597340.0,"1,904",3224599.0,242217.0,,1.0,0,-1.262419563163306,1.040209606053483
Vamos Para Arriba,Vamos Para Arriba,Junior H,6/3/2022,USWL12200487,"3,156",24.6,223422665.0,24041.0,6404217.0,66.0,236583955.0,"923,052","68,700","5,885,095",60653564.0,,8.0,,,,,2.0,16898793.0,"3,407",3224599.0,607267.0,,1.0,0,-0.9818974271551443,0.9243802412949511
Best Day Of My Life,American Authors - EP,American Authors,1/1/2013,USUM71302187,"3,140",24.6,999525686.0,147511.0,76137901.0,74.0,349753696.0,"3,326,207","161,202","32,837,321",329470084.0,"61,512,223",109.0,"74,556",541,55.0,"143,084",35.0,595709385.0,"333,439",3224599.0,8366702.0,,0.0,1,3.5033749272391517,-0.7483481899096506
One Man Band,Old Dominion,Old Dominion,1/18/2019,USRN11800147,"3,132",24.6,439281048.0,44726.0,15623830.0,75.0,225336788.0,"1,288,065","57,055","7,479,129",60781778.0,"435,869,854",30.0,"24,352",155,8.0,"20,533",16.0,393520749.0,"180,849",776333.0,1750559.0,,0.0,0,0.4844497824594099,-0.8116440490854773
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Garmi (From ""Street Dancer 3D"")",Badshah,12/26/2019,INS181905948,"3,154",24.6,129283318.0,9852.0,5286439.0,57.0,835213852.0,"4,972,865","227,900","8,182,757",71482445.0,"233,218,560",12.0,"2,080",,,,8.0,12735768.5,,3224599.0,200527.0,,0.0,0,-0.9797715950297612,-0.927305745041774
Vai Novinha Ah Ah Ah,Ritmo dos Crias,Dyamante DJ,5/25/2023,BCWV12300010,"3,144",24.6,110960415.0,19488.0,9334970.0,56.0,24459499.0,"297,749","649,200","157,146,491",2161832887.0,,9.0,401,,12.0,"363,903",2.0,12735768.5,,3224599.0,854584.0,,1.0,0,-1.1536254241807629,1.0036512710605583
Saiyan,Saiyan,Heuss L'enfoirï¿,6/2/2023,FR1DC2300200,"3,137",24.6,107498014.0,21969.0,4562733.0,61.0,72443764.0,"387,673",,182,3247.0,"196,303,575",15.0,"9,237",,12.0,"4,938,235",21.0,12735768.5,,395699.0,878245.0,,1.0,0,-1.215192203059772,0.9086722727800068
Heart Attack,Demi,Demi Lovato,1/1/2013,USHR11334249,"3,134",24.6,826593536.0,101501.0,31034827.0,74.0,898024937.0,"7,520,556","294,053","100,368,132",792708732.0,"528,895,639",35.0,"10,217",80,36.0,"81,684",17.0,283340326.0,"496,904",3224599.0,5072778.0,,0.0,1,1.6599480284150467,-0.9607603101135721
Parï¿½,Parï¿½,Ingratax,7/9/2021,MXB952100097,"3,142",24.6,526025120.0,46184.0,9102818.0,67.0,160959114.0,"2,763,162","1,041,041","242,823,183",2209200556.0,"20,176,409",36.0,"4,952",,2.0,"9,765",20.0,2469664.0,"1,944",3224599.0,819536.0,,0.0,0,-0.5755016095393246,-0.5145278885912021
Beer Never Broke My Heart,Beer Never Broke My Heart,Luke Combs,5/8/2019,US6XF1700264,"3,152",24.6,553360461.0,75237.0,15087583.0,76.0,147127840.0,"639,927","37,610","10,073,149",145930628.0,"512,288,842",55.0,"108,789",74,7.0,"6,441",31.0,272925839.0,"84,295",3224599.0,1108981.0,,0.0,0,0.430518783996673,-0.5551086044900921
WUSYANAME,CALL ME IF YOU GET LOST,"Tyler, The Creator",6/25/2021,USQX92102132,"3,146",24.6,331749982.0,109121.0,14228243.0,68.0,38053954.0,"997,774",48,"7,903",93000.0,"11,685,109",47.0,"15,960",,12.0,"134,768",15.0,2618696.0,"3,789",3224599.0,448025.0,,1.0,0,-0.318873138392605,1.2363403457217472
Bodak Black,Young Sunny Boy 2,Young Sunny Boy,1/6/2023,QZSYP2279666,"3,133",24.6,2974.0,2.0,1913.0,,321063828.0,"2,131,997",,,265917250.0,"524,059,745",,,,,,,12735768.5,,3224599.0,5.0,,1.0,0,-1.4497549400495535,0.8308199832571079
Heartbroken (feat. Jessie Murph & Polo G),Heartbroken (feat. Jessie Murph & Polo G),Diplo,7/21/2023,USSM12305095,"3,150",24.6,90619651.0,18945.0,7633545.0,64.0,22682156.0,"238,539","22,483","1,149,772",17165352.0,"83,545,500",16.0,"18,337",25,14.0,"59,319",9.0,27252931.0,"5,898",1268849.0,854584.0,,0.0,0,-1.2080272937725491,-0.5705175797956507
Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,10/21/2022,USUG12205737,"3,139",24.6,429910250.0,32432.0,18417473.0,64.0,60531630.0,"1,025,941","400,127","49,555,205",380293826.0,"252,572",55.0,"1,208",5,7.0,"54,434",22.0,8506964.0,"5,296",3224599.0,426764.0,,1.0,0,-0.6777997602913078,1.0552179979244507
Dura,Dura,Daddy Yankee,1/18/2018,US2BU1700200,"3,165",24.5,659555409.0,71359.0,21283146.0,65.0,156299320.0,"884,906","2,963,016","39,732,422",493591477.0,"1,457,649",66.0,"20,978",113,48.0,"331,916",47.0,150480566.0,"106,663",3224599.0,4187626.0,,0.0,0,0.45200350686030377,-0.5749708084840881
Lo Que Tiene,Lo Que Tiene,Morad,3/8/2024,QM4TX2442925,"3,170",24.5,52602574.0,6219.0,18544682.0,75.0,17482603.0,"146,275",,,265917250.0,"28,855,469",7.0,"1,125",,3.0,"510,028",9.0,12735768.5,,3224599.0,854584.0,,0.0,0,-1.209816950954852,-0.5207289569428204
What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,1/24/2020,USWB12000024,"3,157",24.5,397893665.0,79817.0,11881352.0,58.0,290277607.0,"3,908,510","572,066","76,546,154",509242456.0,"52,247,367",44.0,"18,338",182,43.0,"193,489",3.0,35832502.0,"23,552",3224599.0,2777595.0,,0.0,0,-0.1787592455642145,-0.5532442889774395
Bent,Bent,41,8/4/2023,USUG12306666,"3,169",24.5,104897425.0,27545.0,20350869.0,64.0,13379053.0,"149,424",,,265917250.0,,14.0,"11,802",246,1.0,223,,1100545.0,"1,464",3224599.0,616738.0,,1.0,0,-1.0163491910201,1.063810820746084
Linda Guajira,"Essential Classics, Vol. 143: Mongo Santamaria",Mongo Santamaria,6/6/2024,ES31E2305760,"3,547",24.5,10747498.0,1.0,31.0,,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-1.4828450984912884,-0.6210147898366578
All Out Of Fight,TRUSTFALL (Tour Deluxe Edition),P!nk,11/30/2023,USRC12302242,"3,177",24.5,31809079.0,3576.0,18976367.0,,10988995.0,"145,198",,,265917250.0,"1,742,201,888",11.0,"48,195",,22.0,"12,669,277",30.0,18554159.0,"1,667",3224599.0,722562.0,,0.0,0,-1.2370357924259325,-0.5230203178938312
2 Balas,2 Balas,Roylimar y Royerlin,3/8/2024,QZHN32468120,"3,159",24.5,853397.0,26.0,1657.0,,41848181.0,"493,092","94,800","5,045,789",94888400.0,,,,,,,,12735768.5,,3224599.0,3223.0,,0.0,0,-1.5876868192102491,-0.5458094696241742
Stop Giving Me Advice (with Jack Harlow & Dave),Stop Giving Me Advice,Lyrical Lemonade,12/8/2023,USUG12303143,"3,167",24.5,33319902.0,18834.0,5350015.0,,10789548.0,"308,054",,,265917250.0,"109,963,841",12.0,"3,195",1,21.0,"372,611",12.0,59449.0,57,102685.0,137951.0,,1.0,0,-1.3980426908054582,0.9443754534531493
Rich Nigga Shit (feat. Young Thug),SAVAGE MODE II,21 Savage,10/2/2020,USSM12005348,"3,166",24.5,433309786.0,137820.0,15190372.0,73.0,35285134.0,"512,311","8,562","8,229,618",59408058.0,,17.0,390,,11.0,"25,578",,8868498.0,"5,343",3224599.0,854584.0,,1.0,0,0.026014093019805312,1.2919353478887394
What Would Pluto Do,For All The Dogs,Drake,10/6/2023,USUG12306080,"3,175",24.5,59262518.0,22927.0,2972767.0,,10706220.0,"108,566",64,"3,544",88944.0,"545,064",3.0,215,37,1.0,,,18555902.0,"1,636",3224599.0,124136.0,,1.0,0,-1.308182217773946,1.0416609241424943
So Far Away,So Far Away,Down Time,7/22/2022,QZK6L2235624,"3,158",24.5,29375.0,43.0,3952.0,1.0,410777646.0,"4,011,926",,,265917250.0,"52,318",,2,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-1.3802791639189482,-0.7557919376118457
Fake Love,Crowd Pleasers,Drake,1/27/2017,USCM51700084,"3,161",24.5,967826246.0,87948.0,19654087.0,65.0,56482887.0,"560,879","1,235,154","7,119,625",41423093.0,"2,925",121.0,5,73,9.0,"137,517",10.0,439800476.0,"322,434",3224599.0,3095923.0,,1.0,1,1.4908956555253245,0.9302809734108869
Hijo Mio,Hijo Mio - Single,Misael De La Rosa,4/20/2022,QZHZ42274754,"3,163",24.5,1612356.0,389.0,51178.0,31.0,1805510.0,"42,902","2,800,000","10,741,378",267788636.0,,,8,,,,,12735768.5,,3224599.0,58027.0,,0.0,0,-1.5967344461221555,-0.5269929733435715
Car Keys (Ayla),Car Keys (Ayla),Alok,6/30/2023,DEE862300929,"3,176",24.5,107592134.0,16131.0,60984755.0,69.0,8821525.0,"79,472","3,436","443,734",16562873.0,"168,314,959",37.0,"86,683","1,298",65.0,"1,299,042",50.0,941625.0,258,3224599.0,853951.0,,0.0,0,-0.5606023734724569,-0.4432086373708344
MONTAGEM ANOS 2000,A.Mago - Playlist do Mago,DJ Arana,9/7/2023,BC3PG2306028,"3,172",24.5,101571557.0,21592.0,22787361.0,,36830690.0,"390,578","62,700","20,413,997",254571104.0,,11.0,,,20.0,"2,838,774",17.0,12735768.5,,3224599.0,146099.0,,1.0,0,-1.0154587765416223,1.0462196128570664
Ai Preto,Ai Preto,L7NNON,6/3/2022,BR5TG2200019,"3,178",24.5,219756697.0,31819.0,12504632.0,60.0,247152121.0,"1,745,948",508,"6,297",149298.0,"175,272,203",22.0,103,,31.0,"353,396",8.0,12735768.5,,13400.0,128502.0,,0.0,0,-0.9275313571344758,-0.6646599893527891
2002,Speak Your Mind,Anne-Marie,1/1/2015,GBAHS1800094,"3,160",24.5,1531490541.0,115663.0,31287443.0,73.0,391667255.0,"3,102,373","3,435,149","75,681,966",892595513.0,,93.0,"64,453",104,43.0,"424,600",39.0,47969112.0,"52,873",3224599.0,5500764.0,,0.0,1,1.6145759509257223,-0.5536294344769682
We Don't Fight Anymore (feat. Chris Stapleton),We Don't Fight Anymore,Carly Pearce,6/16/2023,QZRD92302716,"3,171",24.5,48751057.0,4008.0,12574203.0,67.0,10591144.0,"107,010",,,265917250.0,"266,924,717",14.0,"129,454",10,2.0,"81,390",51.0,23451393.0,"3,488",3224599.0,382915.0,,0.0,0,-1.31078517088313,-0.5224633357846462
Pï¿½ï¿½,Pï¿½ï¿½gate - Si,Standly,1/3/2022,US7VG2202994,"3,168",24.5,241291389.0,32449.0,5276793.0,67.0,297484348.0,"1,868,447","100,700","31,243,366",308712763.0,"93,932,990",4.0,942,,2.0,"12,175",10.0,12735768.5,,3224599.0,365242.0,,0.0,0,-0.9382021109596003,-0.6045263912889939
Halfway To Hell,Whitsitt Chapel,Jelly Roll,6/2/2023,QMRSZ2300351,"3,164",24.5,38159739.0,5961.0,12957145.0,68.0,11185849.0,"140,706","37,324","1,018,503",16169973.0,"34,209,101",,"98,724",123,4.0,"1,513,658",,36194795.0,"4,078",473571.0,854584.0,,0.0,0,-1.2635357813992811,-0.6180473870914422
Ya Te Superï¿,Ya Te Superï¿½ï¿½ - Si,Xavi,5/18/2024,USA2P2428771,"3,174",24.5,11107400.0,614.0,35459248.0,,10855044.0,"227,373",,,265917250.0,,5.0,,,3.0,"293,379",10.0,319500.0,77,3224599.0,41829.0,,0.0,0,-1.1440334815074324,-0.48933141929648727
Dark Horse,PRISM,Katy Perry,1/1/2013,USUM71311296,"3,162",24.5,1445950326.0,185843.0,59242561.0,74.0,248178591.0,"2,292,757","174,645","115,612,448",984530315.0,,102.0,"158,891",453,86.0,"600,026",31.0,12735768.5,,32936048.0,19991903.0,,0.0,1,3.306898820056734,0.30448642193938147
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/16/2022,USAT22219268,"3,173",24.5,665145968.0,5887.0,961483.0,46.0,148269610.0,,,,265917250.0,,18.0,"231,230",,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-0.8222853744548516,-0.5934336681345146
Are You Bored Yet? (feat. Clairo),Are You Bored Yet? (feat. Clairo),Wallows,2/1/2019,USAT21812258,"3,186",24.4,842749499.0,158456.0,40544627.0,76.0,125641322.0,"2,266,385","121,465","61,935,130",342062376.0,"425,838",68.0,"34,495",64,26.0,"168,949",17.0,9270466.0,"14,818",3224599.0,1169198.0,,0.0,0,0.9272602344206392,-0.20550462956338725
YEAH RIGHT,Yeah Right,Joji,5/8/2018,USUYG1194991,"3,192",24.4,707551397.0,148441.0,20364177.0,21.0,222319540.0,"2,598,192","49,597","26,883,217",186530347.0,"5,649,485",22.0,119,56,13.0,"11,220",14.0,9776641.0,"17,709",18684374.0,1508168.0,,1.0,0,0.6604470844505264,1.6913148533341757
Let You Love Me,Let You Love Me,Rita Ora,9/21/2018,GBAHS1800674,"3,183",24.4,527760843.0,46844.0,12544188.0,59.0,684308632.0,"3,187,514","567,303","32,541,583",367325979.0,"464,869,129",64.0,"1,348",,38.0,"343,131",9.0,21977587.0,"9,351",1709056.0,5278882.0,,0.0,0,-0.012700526272644378,-0.9215428083591216
eternal sunshine,eternal sunshine,Ariana Grande,3/8/2024,USUM72317272,"3,189",24.4,113104452.0,5316.0,7545326.0,,12373294.0,"199,529",,,265917250.0,"7,302,253",7.0,327,,4.0,"172,405",16.0,883643.0,"1,252",3224599.0,56914.0,,0.0,0,-1.3856255850048218,-0.5060124234546084
Por Primera Vez,Por Primera Vez,Camilo,3/9/2020,USSD12000019,"3,201",24.4,297150374.0,25519.0,5927417.0,62.0,586564510.0,"4,724,003","769,000","36,489,633",403373148.0,"119,799,399",31.0,"11,895",45,22.0,"79,003",9.0,7812570.0,"2,062",3224599.0,392074.0,,0.0,0,-0.8128962406296839,-0.765429587521098
We Are Never Ever Getting Back Together,We Are Never Ever Getting Back Together,Taylor Swift,1/1/2012,USCJY1231018,"3,197",24.4,669895431.0,82898.0,30660565.0,67.0,909093534.0,"5,048,332","173,871","46,237,758",328889314.0,"266,643,047",90.0,"29,308",290,26.0,"262,279",38.0,396481900.0,"660,092",3224599.0,4565091.0,,0.0,1,1.6463624453008072,-1.0498799661405485
Soundgasm,Soundgasm,Rema,6/10/2021,NGA3B2114003,"3,195",24.4,142352659.0,80632.0,7222942.0,58.0,105833149.0,"819,235","46,229","11,821,844",129897849.0,"19,542,904",96.0,"9,295",85,12.0,"152,415",4.0,5024541.0,"1,981",5273813.0,2768798.0,,1.0,0,-0.5992618736104188,1.1354400380292466
WANDA,DONDE QUIERO ESTAR,Quevedo,1/20/2023,BK4DA2215298,"3,184",24.4,306952759.0,43759.0,12814377.0,68.0,32391738.0,"149,460","51,615","9,029,882",101766021.0,"485,245",8.0,"3,480",322,5.0,"38,775",10.0,808749.0,171,3224599.0,320412.0,,0.0,0,-0.8464795069682775,-0.42622832533381966
DARBA 9ADIYA,DARBA 9ADIYA,Moha K,4/28/2023,FR6F32300680,"3,196",24.4,46356684.0,18454.0,1574124.0,53.0,74548185.0,"462,187","390,100","69,163,531",1429881947.0,,9.0,"1,667",,1.0,"62,559",1.0,2.0,,3224599.0,658573.0,,0.0,0,-1.3700594903877445,-0.5383949945924642
EMPELOTICA,EMPELOTICA,Lenny Tavï¿½ï¿,2/22/2024,USWL12400540,"3,181",24.4,68349764.0,7210.0,31014133.0,8.0,16821942.0,"150,277","4,814","936,755",10013585.0,"216,158,198",13.0,"1,143",,19.0,"1,742,799",11.0,486201.0,53,11448.0,134177.0,,1.0,0,-1.10302629272595,0.9408246760976348
Le Va Doler,Le Va Doler,Grupo Frontera,5/25/2023,FRX762399738,"3,187",24.4,129573063.0,9240.0,3380877.0,63.0,124184578.0,"417,710","48,700","14,400,034",168267163.0,"14,666,486",8.0,"1,653",,2.0,"26,463",6.0,19473307.0,"1,979",3224599.0,236018.0,,0.0,0,-1.2928563752591316,-0.5705996630684186
Never Gonna Give You Up (2022 - Remaster),Whenever You Need Somebody (Deluxe Edition - 2022 Remaster),Rick Astley,5/20/2022,GB5KW2103369,"3,199",24.4,839345554.0,295.0,20447.0,23.0,148269610.0,,,,265917250.0,,13.0,,,1.0,2,,51964993.0,"284,214",3224599.0,854584.0,,0.0,0,-0.6103841109360265,-0.6218094945835613
Million Dollar Baby,Million Dollar Baby,Ava Max,9/1/2022,USAT22206818,"3,198",24.4,106218899.0,18622.0,4105233.0,60.0,54371720.0,"527,297","9,975","2,463,185",44940300.0,"44,694,803",39.0,"171,539",847,18.0,"1,266,461",9.0,11675181.0,"5,696",3224599.0,1646446.0,,0.0,0,-1.2087468001412647,-0.5412246668163331
should've wore a bonnet,should've wore a bonnet,21 Savage,1/10/2024,USSM12309170,"3,200",24.4,51365907.0,12559.0,6817443.0,,10673012.0,"128,410",,,265917250.0,,14.0,"1,535",,7.0,"68,244",22.0,5979536.0,"1,938",3224599.0,184130.0,,1.0,0,-1.3637425382792177,1.0248225545573506
Low Down,My Turn (Deluxe),Lil Baby,2/28/2020,USUG12000088,"3,191",24.4,241293946.0,87019.0,13919499.0,70.0,54454355.0,"416,677","22,428","10,288,605",80675570.0,,29.0,,,3.0,"292,033",,57295689.0,"12,251",28554045.0,1370229.0,,1.0,0,-0.166394919152759,1.9108477122382839
No Money,No Money,Galantis,4/1/2016,USAT21600941,"3,194",24.4,872428879.0,85665.0,22510886.0,60.0,114782349.0,"1,125,843","6,510,484","29,590,117",239961275.0,,89.0,"18,644",21,61.0,"598,408",16.0,40166835.0,"65,776",3224599.0,266187.0,,0.0,0,0.23244611748145116,-0.3724326751306149
Oklahoma Smokeshow,Summertime Blues,Zach Bryan,7/15/2022,USWB12202706,"3,193",24.4,283406755.0,35672.0,3644016.0,77.0,62279409.0,"254,008","48,146","7,156,246",49171406.0,"340,942,384",12.0,794,22,3.0,648,21.0,42707006.0,"22,346",3672155.0,363648.0,,0.0,0,-0.9196201426503886,-0.47581345049824453
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Look At Me Now,Lil Wayne,2/1/2011,USJI11100017,"3,188",24.4,420074095.0,84668.0,21613334.0,65.0,571911363.0,"3,726,047","247,846","61,579,479",634498093.0,"156,730,455",37.0,"18,186",,15.0,"217,652",17.0,531145697.0,"1,158,658",3224599.0,5041927.0,,1.0,1,1.5594310516999867,0.5568747556404045
Style,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431319,"3,179",24.4,1216966135.0,92577.0,30252887.0,74.0,848555837.0,"4,212,951","71,954","63,817,390",428073160.0,"1,557,663,895",116.0,"18,666",117,12.0,"44,098",2.0,388338220.0,"136,828",448643.0,6844702.0,,0.0,1,2.2803713058507804,-1.1210299983183318
FEEL,Timeless,Davido,3/30/2023,GBARL2300319,"3,202",24.4,65174919.0,13131.0,7905515.0,64.0,37986567.0,"363,870","733,101","37,688,610",479919203.0,"48,502,167",43.0,"7,196",34,7.0,"467,961",8.0,1188467.0,363,998528.0,1062087.0,,0.0,0,-1.3166071794467389,-0.595870712224819
Grenade,Massive R&B Spring 2011,Bruno Mars,1/1/2010,USAT21001883,"3,180",24.4,1313545266.0,193103.0,65382148.0,73.0,1310515665.0,"6,898,904","40,595","21,561,355",147790820.0,"1,599,316,290",60.0,"226,445",257,44.0,"237,782",45.0,12735768.5,,3224599.0,7702096.0,,0.0,1,2.8280576224627034,-0.850973437724384
Trust,Lost,Brent Faiyaz,10/19/2018,QM24S1837815,"3,185",24.4,526007719.0,118927.0,22542445.0,71.0,123695264.0,"1,202,616","195,703","99,836,883",705148582.0,"5,571,744",27.0,85,,2.0,"28,067",7.0,15617147.0,"20,519",30488590.0,1441297.0,,1.0,0,0.37765040278604406,2.033780727637758
Cï¿½ï¿½MO SE SIENTE - R,Como Se Siente (Remix),Jhay Cortez,5/9/2020,USUM72010288,"3,190",24.4,705672746.0,84469.0,33371478.0,70.0,271113088.0,"1,055,058","38,258","16,654,149",124603506.0,"504,904",79.0,"4,564",20,35.0,"48,467",22.0,66731877.0,"7,395",72533.0,633497.0,,1.0,0,0.36539576672466767,0.9559057417249227
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY - Single,Lil Nas X,7/23/2021,USSM12104540,"3,182",24.4,2014959725.0,7808.0,1446867.0,48.0,85254240.0,"910,332",,,265917250.0,"1,641",56.0,"210,716",,,,2.0,12735768.5,,3224599.0,854584.0,,0.0,0,0.4225212361023274,-0.5284405796752538
hakuna matata,One of Wun,Gunna,5/10/2024,USAT22403439,"3,212",24.3,18861338.0,3421.0,12527571.0,,1708354.0,"29,123",,,265917250.0,"381,728",,1,3,,,,12735768.5,,3224599.0,854584.0,,1.0,0,-1.3286096805239747,0.9956176633878941
Little Talks,Little Talks,Of Monsters and Men,1/1/2011,USUM71119106,"3,217",24.3,1050676021.0,222725.0,53015020.0,75.0,95461283.0,"924,094","78,289","26,746,381",162004699.0,"16,316",96.0,"117,045",,68.0,"465,267",43.0,547325755.0,"384,670",3516318.0,15749222.0,,0.0,1,3.959800507420485,-0.6079365487051325
Not Even Ghosts Are This Empty,I No Longer Fear The Razor Guarding My Heel (V) - Single,$uicideboy$,8/11/2023,QZAPK2000391,"3,216",24.3,73979851.0,22621.0,3769032.0,67.0,50747796.0,"693,723","3,709","675,392",3352332.0,"4,164,938",,185,55,,,,3513432.0,"1,163",3224599.0,135705.0,,1.0,0,-1.3072179415249536,1.028384327968109
Shadow,A Hometown Odyssey,Livingston,3/8/2024,QM24S2400575,"3,219",24.3,34343044.0,5156.0,7788420.0,,11778991.0,"285,840",,"428,800",6100000.0,,1.0,215,,,,20.0,4804147.0,"6,778",3224599.0,177644.0,,0.0,0,-1.4411466285824774,-0.5100441059733558
Black Route - Kali Car,Black Route (Kali Car),Hassan Goldy,2/1/2023,FR2X42341769,"3,221",24.3,239850720.0,101.0,650.0,19.0,148269610.0,,"1,958,900","5,518,761",153005807.0,,,,,,,,12735768.5,,3224599.0,7458.0,,0.0,0,-1.3194565520612183,-0.5958386194676538
Aye (feat. Travis Scott),Pink Tape,Lil Uzi Vert,6/30/2023,USAT22306849,"3,204",24.3,73140012.0,38585.0,11725812.0,62.0,4645872.0,"99,384","20,079","9,396,584",75770759.0,"161,789,590",30.0,"1,410",17,6.0,"91,343",4.0,361815.0,288,3224599.0,175009.0,,1.0,0,-1.1165274261870708,1.0954895751859381
"Perdï¿½ï¿½n, Per",Esto Sï¿½ï¿½ Es Cu,Los ï¿½ï¿½ngeles Az,6/8/2018,MX1721600897,"3,214",24.3,61704511.0,4273.0,3030216.0,53.0,1185240552.0,"3,361,490",154,"22,976",402111.0,"19,256,962",,378,,1.0,"20,173",6.0,26921535.0,"3,376",3224599.0,119855.0,,0.0,0,-0.9299577640027598,-1.1272395334119178
Love Tonight - Edit,Love Tonight,Shouse,12/14/2017,USQY51798087,"3,213",24.3,450102131.0,176711.0,27362214.0,65.0,148269610.0,,"174,000","33,094,580",513770838.0,,68.0,"198,098",,48.0,"2,955,834",23.0,199734.0,"1,050",21847523.0,854584.0,,0.0,0,0.6234378781347114,0.38719910527950285
Murder on the Dance Floor - triple j Like A Version,Murder on the Dancefloor (triple j Like A Version),Royel Otis,1/29/2024,AUAB02400105,"3,211",24.3,33867992.0,7982.0,13465713.0,69.0,148269610.0,,"17,510","39,469,631",407405367.0,,21.0,"25,931",3,8.0,"290,509",56.0,661553.0,"1,014",3224599.0,221646.0,,0.0,0,-1.2939180714419705,-0.5702773619944183
Without Me,The Source - Hip Hop Hits Vol. 6,Eminem,1/1/2002,USIR10211038,"3,210",24.3,2146682342.0,397228.0,83160830.0,83.0,347730526.0,"3,552,978","761,633","27,141,268",177890147.0,"22,608,265",118.0,"2,668",69,83.0,"2,953,010",38.0,424694899.0,"223,248",36224403.0,13371463.0,,1.0,1,6.505199115642074,2.3465701550713916
Leave a Light On,Leave a Light On,Tom Walker,10/13/2017,GBARL1701655,"3,220",24.3,616379687.0,98086.0,22349959.0,65.0,348579880.0,"3,152,170","122,108","26,221,402",205457689.0,"22,801,432",70.0,"78,118",,41.0,"87,817",18.0,13245878.0,"14,608",10102090.0,13625815.0,,0.0,0,0.9358955827745731,-0.5498273910365432
Ahora Me Llama,Ahora Me Llama,KAROL G,5/26/2017,USUM71703012,"3,208",24.3,338782953.0,37015.0,12386097.0,64.0,1100136050.0,"4,740,945","74,386","9,505,223",99920646.0,"157,434,221",25.0,"1,822",7,15.0,"86,989",10.0,89151096.0,"22,315",3224599.0,1724227.0,,1.0,0,-0.08410982207166616,0.45856309233878384
Amigos Con Derechos,Amigos Con Derechos,Reik,8/31/2018,MXF011800409,"3,203",24.3,503187980.0,36629.0,13318890.0,65.0,857645221.0,"2,562,683","32,580","5,181,492",40522645.0,"111,178,750",43.0,104,74,27.0,"221,999",25.0,57708356.0,"12,061",3224599.0,1724848.0,,0.0,0,-0.12602765514644454,-0.9194004113352364
Lost Boy,Lost Boy,Ruth B.,8/21/2015,USSM11506787,"3,207",24.3,840781611.0,93600.0,36206570.0,64.0,32641573.0,"335,427","1,010,070","25,149,358",160655710.0,"2,335",66.0,"1,910",21,29.0,"285,187",30.0,395651668.0,"664,276",1523157.0,3966093.0,,0.0,1,1.5277054153920262,-0.6045829203094086
