Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Cluster,PCA1,PCA2
"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,10/4/2019,USWB11902440,"3,215",24.3,1060319450.0,93637.0,53500350.0,67.0,361854211.0,"3,836,505","143,760","9,183,035",64709989.0,"801,371,563",,537,311,1.0,282,50.0,12735768.5,,3224599.0,854584.0,,0.0,0,0.9423386739190835,-0.4456890420137307
More Than You Know,More Than You Know,Axwell /\ Ingrosso,5/24/2017,GBUM71701735,"3,218",24.3,1346174222.0,180267.0,66781268.0,75.0,68221936.0,"484,565","115,781","8,359,988",87048066.0,,157.0,"99,714",,92.0,"550,941",48.0,34196542.0,"17,254",3224599.0,9094363.0,,0.0,1,2.3932006321156845,-0.28170183159468287
act iii: on god? (she like),act iii: on god? (she like) - Single,4batz,3/1/2024,QZQAY2477076,"3,206",24.3,23065156.0,5493.0,6103682.0,,9568515.0,"227,421",,,265917250.0,"828,041",14.0,156,44,,,7.0,490398.0,283,1807347.0,140665.0,,1.0,0,-1.4763825262090762,0.9682267175375262
Diamondz n Roses,Diamondz n Roses,VaporGod,3/23/2023,QZHN42330211,"3,205",24.3,33044062.0,11085.0,1851125.0,6.0,17304165.0,"306,669","971,409","281,266,723",2490290769.0,,1.0,4,25,1.0,"1,551",,37348.0,124,4078815.0,42664.0,,0.0,0,-1.4773065397801641,-0.4932551701744758
Mala Fama,Mala Fama,Danna Paola,3/28/2019,MXUM71900480,"3,209",24.3,346737588.0,25823.0,6551065.0,62.0,859633229.0,"5,596,983","131,003","15,861,564",141133651.0,"114,882,014",26.0,"3,395",18,8.0,"18,898",17.0,1854603.0,"3,604",3224599.0,710052.0,,0.0,0,-0.638319963026605,-0.9055693135957379
banking on me,DS4EVER (Deluxe),Gunna,1/7/2022,QMCE32200098,"3,222",24.3,170941932.0,73853.0,8684961.0,62.0,68412662.0,"574,589","27,400","12,640,222",101411557.0,"307,396,103",17.0,"38,519",261,6.0,"59,038",6.0,9902950.0,"4,623",3224599.0,824789.0,,1.0,0,-0.7320320079463208,1.1206399438944614
Main Sharabi,Main Sharabi,Rajeev Raja,12/6/2020,INA2M2000029,"3,225",24.2,5984965.0,1054.0,63371.0,35.0,722868512.0,"3,856,431","4,226","97,737",1676397.0,,,3,,,,,12735768.5,,3224599.0,53348.0,,0.0,0,-1.2816271310182992,-0.8931026468053872
Paris,Paris,The Chainsmokers,1/13/2017,USQX91603031,"3,243",24.2,1188567787.0,125952.0,35637449.0,68.0,96234317.0,"684,919","1,173,367","58,227,763",388633141.0,"367,951",99.0,"47,278",91,55.0,"634,007",20.0,251208489.0,"114,412",1880533.0,4914487.0,,0.0,1,1.7789763001111816,-0.5025261952485519
Ayang,Ayang,Nabila Maharani,10/5/2022,IDA832108560,"3,233",24.2,1088915.0,89.0,29328.0,31.0,45683645.0,"212,924","2,100,000","92,096,902",1504849718.0,,,53,,,,,12735768.5,,3224599.0,36502.0,,0.0,0,-1.574921137328945,-0.5593289859085797
You & Me (Coachella ver.),JENNIE Special Single [You & Me],JENNIE,10/6/2023,KRA402300042,"3,223",24.2,68266114.0,3723.0,4165912.0,,110533031.0,"640,587",,,265917250.0,,4.0,,,,,,12735768.5,,3224599.0,191626.0,,0.0,0,-1.4028026922848527,-0.5729010072053994
MERCEDES CAROTA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364192,"3,231",24.2,102660899.0,18253.0,6004573.0,,32838380.0,"323,861","3,233","2,189,880",21328128.0,"2,634,695",9.0,186,,,,3.0,3314440.0,726,3224599.0,208933.0,,1.0,0,-1.2849350488115454,1.0289644537031046
Heavy On My Heart,"2 Faced, Pt. 2",LUCKI,5/31/2024,USUYG1551958,"3,237",24.2,3495596.0,848.0,6929395.0,,757869.0,"24,482",,,265917250.0,"381,728",4.0,2,4,,,8.0,6382.0,12,356530.0,29596.0,,1.0,0,-1.5381409449548091,0.9208178543586105
Not So Bad (Leans Gone Cold),Sremm 4 Life,Rae Sremmurd,4/7/2023,USUM72303405,"3,230",24.2,45382812.0,26937.0,2239607.0,57.0,55687483.0,"788,743","163,701","4,240,089",53885377.0,"180,034,531",4.0,"1,377",26,1.0,"4,099",1.0,16342786.0,"2,392",3224599.0,1004688.0,,1.0,0,-1.2381348782485904,1.007017354074913
JGL,JGL,La Adictiva,2/18/2022,MXA411400136,"3,241",24.2,437825141.0,37050.0,18118265.0,70.0,138771397.0,"987,474","250,537","41,061,849",550954115.0,,17.0,"4,299",,2.0,"67,662",11.0,44781013.0,"14,175",3224599.0,641134.0,,1.0,0,-0.5016038711388627,1.0017966620741754
Swimming Pools (Drank),"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,USUM71207642,"3,227",24.2,731646994.0,157106.0,24325603.0,75.0,149345457.0,"1,143,981","40,220","10,917,801",87387158.0,"395,108",62.0,126,21,27.0,"47,780",14.0,665742058.0,"753,880",3224599.0,6577435.0,,1.0,1,2.640717909509333,0.8492382022132939
Kool-Aid,Kool-Aid,Bring Me The Horizon,1/5/2024,GBARL2301975,"3,235",24.2,49756092.0,11905.0,10502401.0,73.0,16624763.0,"340,925","5,352","214,666",4372.0,"15,168,530",12.0,"3,566",5,9.0,"277,848",22.0,2053888.0,472,351383.0,65087.0,,1.0,0,-1.3584391782007823,0.9419173855089381
Can't Remember to Forget You,Can't Remember to Forget You,Shakira,1/13/2014,USRC11301790,"3,228",24.2,526083566.0,76288.0,26987950.0,69.0,1460145349.0,"7,622,345","56,018","34,115,468",212271619.0,"1,707,525,092",40.0,"11,313",1,38.0,"278,693",16.0,60118803.0,"44,915",3224599.0,5075463.0,,0.0,0,0.8112503184610139,-1.2051079514940757
Bad Things (with Camila Cabello),Bad Things,mgk,10/14/2016,USUM71609854,"3,226",24.2,683966195.0,70054.0,13629016.0,65.0,570116637.0,"4,467,555","54,403","9,917,672",57154966.0,"36,834,339",62.0,"14,822",12,21.0,"48,262",9.0,310531184.0,"182,439",3224599.0,6123810.0,,0.0,0,1.064908636619204,-0.9139770431049942
Feather - Sped Up,Feather (Sped Up),Sabrina Carpenter,8/4/2023,USUM72311527,"3,236",24.2,22007314.0,2582.0,3001576.0,54.0,148269610.0,,"1,100,000","73,900,301",750594068.0,,1.0,11,150,,,,35115.0,"1,022",3224599.0,221129.0,,1.0,0,-1.4626048214594989,0.9258463068586508
Softcore,The Neighbourhood,The Neighbourhood,3/9/2018,USSM11800523,"3,234",24.2,915401494.0,155329.0,39721831.0,80.0,223385717.0,"2,683,841","188,807","155,773,701",1120661792.0,"94,156,143",31.0,"1,149",183,26.0,"201,960",14.0,4988511.0,"7,679",3224599.0,4588227.0,,0.0,0,1.1955715735623713,-0.34398549001144807
Sacrifice,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106685,"3,240",24.2,387273112.0,61978.0,16015269.0,65.0,103938760.0,"1,316,097","21,110","10,221,959",179105827.0,"2,664,563,656",59.0,"201,646",708,42.0,"2,095,389",39.0,8539058.0,"2,764",3224599.0,1926829.0,,1.0,0,-0.44003266920499806,1.0626845062764774
The Prophecy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,USUG12402548,"3,224",24.2,81419779.0,3003.0,13808567.0,,4628735.0,"66,025",,"106,802",485970.0,,6.0,45,,,,13.0,917387.0,636,3224599.0,35017.0,,0.0,0,-1.3536596638687937,-0.49904043150111843
Attention,Attention,Doja Cat,6/16/2023,USRC12301102,"3,239",24.2,124343335.0,25076.0,9223630.0,59.0,38371589.0,"948,608","19,555","21,295,468",244276844.0,"1,278,125",37.0,"18,360",41,28.0,"137,444",33.0,3872525.0,"3,280",3224599.0,497479.0,,1.0,0,-1.1528116582139543,1.0363746020702842
Replay,Now! 15,Iyaz,1/1/2009,USRE10901161,"3,232",24.2,941989512.0,202958.0,78141768.0,74.0,680420701.0,"5,796,336","248,312","30,186,137",239082117.0,"208,116,538",49.0,"37,387",58,24.0,"370,752",6.0,505346500.0,"567,747",3224599.0,6223045.0,,0.0,1,3.6433369475543382,-0.7013622664774921
MVP,MVP,Shubh,5/10/2024,INW262400751,"3,229",24.2,13194395.0,706.0,5333338.0,70.0,13890373.0,"454,342",,,265917250.0,"19,904,542",18.0,45,,,,13.0,8516.0,1,3224599.0,26440.0,,1.0,0,-1.524318593481114,1.000974686244021
Around Me (feat. Don Toliver),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208788,"3,238",24.2,223785164.0,57258.0,5817337.0,71.0,15012510.0,"128,598","10,832","6,101,983",56806507.0,,10.0,67,,2.0,"19,747",,592559.0,668,3224599.0,854584.0,,1.0,0,-0.8817117731672682,1.1134410284098006
PHONKY TOWN,Phonky Town,PlayaPhonk,3/16/2021,QZDA82146449,"3,242",24.2,272702293.0,96215.0,17590009.0,62.0,79195534.0,"938,464","551,633","191,409,490",1530938016.0,"4,455,085",22.0,9,,5.0,"90,934",1.0,12735768.5,,3224599.0,1942410.0,,1.0,0,-0.2789603875903422,1.1378551873055347
We Rollin,WE ROLLIN,Shubh,9/17/2021,QZMEQ2168582,"3,245",24.1,258337879.0,25049.0,3683882.0,65.0,297136479.0,"3,230,400","761,830","14,183,967",226438634.0,"795,121",9.0,93,,,,2.0,13762.0,29,3224599.0,339861.0,,1.0,0,-1.011181283323269,0.906391120667421
Si Te La Encuentras Por Ahï¿,Si Te La Encuentras Por Ahï¿,Feid,8/5/2022,USUM72214628,"3,254",24.1,245582383.0,50023.0,10033886.0,65.0,100812283.0,"754,232","28,407","6,489,257",97281914.0,"319,953,187",19.0,"5,593",75,6.0,"272,667",3.0,2377785.0,259,3224599.0,313095.0,,0.0,0,-0.864163043046068,-0.4519807295431184
Daru Badnaam,Daru Badnaam,Param Singh,12/24/2016,GBLQN1619802,"3,246",24.1,92896589.0,15887.0,2265888.0,57.0,1409748329.0,"8,483,910","390,900","10,757,515",203136653.0,"59,414,723",5.0,367,,,,4.0,12735768.5,,3224599.0,263588.0,,0.0,0,-0.7620088906687803,-1.214821295331572
NARCISSISTIC PERSONALITY DISORDER,Narcissistic Personality Disorder - Single,Odetari,4/1/2023,QZHN62339350,"3,248",24.1,183162195.0,30174.0,5050179.0,69.0,45192343.0,"634,145","166,309","37,085,192",229093751.0,,1.0,7,,,,,493769.0,"1,560",376683.0,469880.0,,1.0,0,-1.1475137631946066,0.9557067332343094
Memory Lane,Memory Lane - Single,Old Dominion,1/5/2023,USAN22200051,"3,260",24.1,116035112.0,12404.0,6217052.0,61.0,11537522.0,"78,076","3,454","586,409",10490564.0,"151,376,171",35.0,"152,815",378,5.0,"88,483",30.0,51784536.0,"5,255",3224599.0,312027.0,,0.0,0,-1.2066372275009052,-0.5190623799083056
24 (feat. Lil Baby),24 (feat. Lil Baby),Money Man,8/14/2020,USUYG1327132,"3,267",24.1,390733154.0,105426.0,12610976.0,64.0,131372042.0,"1,114,310","7,376","2,506,375",24693976.0,"4,105,289",49.0,43,40,,,2.0,76615431.0,"34,462",3224599.0,854584.0,,1.0,0,-0.056018711713198784,1.1352986179096185
THE SHADE,WHO CARES?,Rex Orange County,3/11/2022,USRC12102927,"3,263",24.1,350427750.0,49991.0,14312352.0,71.0,124215789.0,"737,982","204,742","61,504,934",569263172.0,"544,115,326",15.0,"15,807",,10.0,"36,767",13.0,397851.0,508,3224599.0,477438.0,,0.0,0,-0.693016267551232,-0.464102011450612
You,You,Regard,4/16/2021,GBCEN2100035,"3,249",24.1,313144836.0,59063.0,18646872.0,62.0,63377694.0,"505,563","53,473","9,402,727",105002413.0,"9,385,389",153.0,"122,148",285,53.0,"431,971",47.0,101741112.0,"10,653",3224599.0,2293223.0,,1.0,0,-0.24899610501126532,1.0261143318713892
Thinking out Loud,Full Circle: The Live Anthology,Ed Sheeran,11/20/2011,GBAHS1400099,"3,253",24.1,2502925593.0,212574.0,119020197.0,76.0,430771444.0,"3,399,564","168,386","63,593,438",548933681.0,"25,654,740",360.0,"197,343",100,346.0,"1,160,637",80.0,12735768.5,,3224599.0,26904347.0,,0.0,1,5.521129766603103,-0.7197399785414341
Cake By The Ocean - Cover,COOL & POP HIT CHART!!,LOVE BGM JPN,3/20/2023,TCJPU2397752,"3,329",24.1,239850720.0,32312.5,13259481.0,,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,1.0,0,-0.8510018024520791,0.9899879285061842
Mbappe,"SEN2 KBRN, VOL. 2",Eladio Carrion,11/18/2022,QMDA72266870,"3,250",24.1,204730798.0,35882.0,4007932.0,68.0,94105710.0,"701,021","153,900","45,043,047",411286349.0,"2,672,924",12.0,"4,737",836,6.0,"83,143",9.0,1156454.0,799,3224599.0,258504.0,,1.0,0,-1.0689328516135268,1.0337178965656422
Maria,Marï¿½,HWASA,6/29/2020,KRA382002246,"3,258",24.1,280901994.0,31034.0,6694945.0,63.0,489518287.0,"8,770,696","854,500","100,199,461",948594062.0,"14,011,677",6.0,"3,915",7,6.0,"43,233",20.0,2248413.0,"3,097",3224599.0,126970.0,,0.0,0,-0.8476169990038832,-0.6985057999213076
PRIMER AVISO,PRIMER AVISO - Single,Maria Becerra,2/29/2024,USWL12400615,"3,244",24.1,28563790.0,1755.0,8072460.0,19.0,40333378.0,"420,833",,"205,870",1423100.0,"159,095,018",2.0,"4,075",,14.0,"439,014",19.0,111604.0,,3224599.0,59172.0,,0.0,0,-1.4731558327012297,-0.5271240361373337
Butakera,Butakera,La Joaqui,7/28/2022,ARACN2200009,"3,259",24.1,127392768.0,22713.0,6540862.0,59.0,129725858.0,"558,219","897,800","280,690,579",2966243206.0,"7,595,234",5.0,"1,253",,8.0,"41,707",5.0,39938.0,55,3224599.0,282479.0,,0.0,0,-1.1884632611162902,-0.5539768862244141
Savage,Savage - The 1st Mini Album - EP,aespa,10/5/2021,KRA302100326,"3,247",24.1,222400657.0,19680.0,9854978.0,68.0,399807694.0,"5,239,967","113,542","141,153,423",936285256.0,"145,924,225",21.0,"3,257",148,1.0,"4,799",17.0,577999.0,666,3224599.0,400154.0,,0.0,0,-0.9653730239983099,-0.6811421335824369
Destino o casualidad (feat. Ha*Ash),Destino o casualidad (feat. Ha*Ash) - Single,Melendi,5/1/2018,ES5151801626,"3,257",24.1,239850720.0,32312.5,13259481.0,,1260431361.0,"3,643,373",,,265917250.0,"7,381,198",14.0,,,,,,12735768.5,,3224599.0,1142692.0,,0.0,0,-0.3778609213460746,-1.1082489064630983
Mad at Disney,Mad at Disney,salem ilese,6/24/2020,QMEZE2076989,"3,265",24.1,335604759.0,47721.0,9209948.0,3.0,155802565.0,"3,846,286","1,961,193","340,937,251",2759903957.0,"1,644,734",39.0,"21,424",,272.0,"26,241",1.0,25337036.0,"48,345",3224599.0,1008719.0,,0.0,0,-0.6688297950072434,-0.53174142308216
TE AMO ï¿½,TE AMO ï¿½,Fer Vazquez,4/30/2024,ARC082400003,"3,264",24.1,5790738.0,369.0,3488921.0,64.0,20489530.0,"159,632",,,265917250.0,"16,582,955",1.0,"1,068",,6.0,"298,082",4.0,2039.0,11,3224599.0,27697.0,,0.0,0,-1.5739872478299823,-0.5263587470496668
Dilemma,Dilemma,Green Day,12/7/2023,USRE12201093,"3,268",24.1,15987089.0,4424.0,5306843.0,,4035815.0,"111,954",,,265917250.0,"1,730,920,237",9.0,"72,182",64,7.0,"193,338",21.0,1051867.0,256,3224599.0,183738.0,,0.0,0,-1.5074664753839246,-0.5109362782027662
Kitchen Stove,Kitchen Stove,Pozer,2/23/2024,GBARL2400167,"3,266",24.1,20395364.0,3841.0,6746386.0,,5280055.0,"70,627",,,265917250.0,"24,444,704",4.0,974,,5.0,"220,079",16.0,12735768.5,,3472834.0,54940.0,,1.0,0,-1.4442704130929216,1.0148980241467762
Luchtballon,Luchtballon,Joost,6/4/2024,NL4TG2400013,"3,251",24.1,4794950.0,498.0,2896644.0,67.0,3452898.0,"170,142",,,265917250.0,"2,075,242",3.0,69,,3.0,"281,784",2.0,646.0,,3224599.0,12447.0,,0.0,0,-1.5900727053974768,-0.5175958463405415
Trojan Horse,Split Decision,Dave,6/4/2023,GBUM72305707,"3,252",24.1,76510509.0,35841.0,3367961.0,64.0,11734153.0,"115,504",61,"5,249",76912.0,"5,542",30.0,127,,3.0,"289,994",4.0,151911.0,164,2313730.0,138675.0,,1.0,0,-1.2506695622646622,1.050882265516504
Porque Te Vas,Porque Te Vas,Victor Cibrian,4/5/2024,QZ9QQ2400258,"3,262",24.1,31438986.0,1429.0,21671170.0,74.0,21490653.0,"239,191","3,514",,265917250.0,,1.0,8,,2.0,"1,076,696",,91422.0,300,59394.0,212412.0,,0.0,0,-1.3131887768634127,-0.6078010633140051
Neon Pill,Neon Pill,Cage The Elephant,1/19/2024,USRC12303405,"3,261",24.1,12032878.0,3204.0,6664877.0,,1683275.0,"38,016",,,265917250.0,"17,276,700",14.0,"58,674",52,10.0,"85,262",22.0,2022938.0,296,3224599.0,120938.0,,0.0,0,-1.503637030978969,-0.5101960945807779
Beautiful Girl,Beautiful Girl,Luciano,4/28/2022,DECE72201083,"3,255",24.1,191569959.0,73054.0,4131980.0,57.0,55509965.0,"448,500",690,"12,323,369",129718183.0,"80,052,391",16.0,"12,300",,13.0,"101,700",7.0,611.0,,156739.0,343759.0,,0.0,0,-0.8799074178355922,-0.47905578508245833
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,1/12/2018,GBUM71706492,"3,256",24.1,589832336.0,139494.0,20487412.0,74.0,208632840.0,"2,426,614","43,833","21,945,800",118952804.0,"58,506,780",88.0,"2,371",,31.0,"101,096",21.0,19561450.0,"14,137",24178574.0,1800184.0,,0.0,0,0.5496047874092842,0.31375968060120696
Tï¿½ï¿½ Me Dejaste De Qu,Tï¿½ï¿½ Me Dejaste De Querer (feat. Niï¿½ï¿½o de Elche & La ,C. Tangana,11/5/2020,ES5022000718,"3,277",24.0,401979272.0,80139.0,15198667.0,66.0,236719624.0,"1,667,710","101,915","18,751,200",203030554.0,"86,821,613",75.0,"15,171",6,33.0,"364,216",13.0,232813.0,694,1133646.0,1750278.0,,0.0,0,-0.32081841477483314,-0.5434888784809674
Spotless (feat. The Lumineers),Spotless (feat. The Lumineers),Zach Bryan,8/24/2023,USWB12304905,"3,271",24.0,157676395.0,21485.0,5429963.0,76.0,5025676.0,"28,970","3,492","308,886",2359449.0,"3,948,452",13.0,"8,672",302,4.0,"515,925",59.0,12486187.0,"3,596",1123740.0,118515.0,,1.0,0,-1.228484464105144,0.9839961795417008
These Walls,Radical Optimism,Dua Lipa,5/3/2024,GBAHT2400111,"3,284",24.0,37789672.0,2484.0,49070048.0,,148269610.0,,,,265917250.0,"56,004,473",34.0,"3,623",,35.0,"1,517,880",49.0,2656320.0,165,3224599.0,48447.0,,1.0,0,-0.841118634836199,0.9783952460697931
Egwu,Egwu,Chike,12/15/2023,QZW9L2379698,"3,272",24.0,35119540.0,2907.0,7078317.0,66.0,45526146.0,"393,618",,"11,483,596",163624449.0,"138,286,932",24.0,"1,944",,4.0,"612,699",16.0,12735768.5,,3224599.0,1958847.0,,0.0,0,-1.3262456019616216,-0.5786945071374168
Die For You (Remix Acapella),Die For You (Remix Acapella) - Single,The Weeknd,3/2/2023,USUG12301604,"3,281",24.0,239850720.0,32312.5,13259481.0,,148269610.0,,,,265917250.0,,,"280,002",,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-0.8697784093981047,-0.5311917734957348
Me Rehï¿½ï,Me Rehï¿½ï,Danny Ocean,9/16/2016,USWL11700128,"3,274",24.0,1779760815.0,90161.0,37656145.0,69.0,734259158.0,"3,624,282","513,775","50,587,031",371899383.0,"6,608",136.0,"23,294",82,57.0,"1,437,169",6.0,12735768.5,,3224599.0,854584.0,,0.0,1,1.5354035882566293,-0.6477656063977513
Baby you,Baby you,ýýýýýý,1/18/2023,JPCO02230140,"3,273",24.0,30361093.0,6140.0,1321340.0,52.0,30346457.0,"499,318","1,530,302","159,193,521",1949963259.0,"70,002,169",16.0,114,,,,4.0,12735768.5,,3224599.0,250538.0,,0.0,0,-1.4801737685465748,-0.5444584910963554
CUAL ES ESA,FERXXOCALIPSIS,Feid,12/1/2023,USUM72318210,"3,285",24.0,84131713.0,9659.0,7789551.0,71.0,46945484.0,"239,851",229,"1,550",28600.0,"76,010,877",5.0,"3,267",,6.0,"3,588,081",1.0,145825.0,101,3224599.0,154493.0,,1.0,0,-1.3433825600500646,1.0069262256905551
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/2018,USUG11802039,"3,283",24.0,786839663.0,128506.0,20744090.0,70.0,369178947.0,"2,899,865","115,366","15,447,249",108771380.0,"52,186,744",37.0,17,28,14.0,"35,425",8.0,36174479.0,"82,435",3224599.0,763212.0,,1.0,0,0.5717059484323871,1.1015585654006672
Salimo de Noche,Salimo de Noche,Tiago PZK,10/21/2021,AR3N42100003,"3,275",24.0,315581950.0,56373.0,8132909.0,59.0,200961304.0,"1,909,013","203,539","88,373,861",767313472.0,"280,284,318",15.0,"5,092",,15.0,"62,708",7.0,21095.0,,3224599.0,346879.0,,1.0,0,-0.719233309705008,1.0266349885047383
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,6/9/2021,UYB282101016,"3,276",24.0,312622847.0,59149.0,10135558.0,66.0,275292905.0,"3,116,842","71,000","18,807,302",190656582.0,"1,635,575",19.0,403,,7.0,"121,113",6.0,2822483.0,"1,630",3224599.0,515254.0,,1.0,0,-0.630618362301805,0.9959298290489043
Love,AFROBOY,Kouz1,1/13/2023,DGA082226042,"3,269",24.0,41059494.0,17144.0,2565553.0,40.0,76632734.0,"573,257","821,200","62,289,548",1163210746.0,,4.0,"2,210",,1.0,"6,562",,12735768.5,,3224599.0,510815.0,,0.0,0,-1.3470837346144822,-0.5420905489917313
La Gozadera,Full Circle: The Live Anthology,Gente De Zona,11/20/2011,USSD11500071,"3,286",24.0,613120952.0,70633.0,25238321.0,69.0,1740143685.0,"4,862,755","134,831","27,997,984",266381642.0,"268,187,596",105.0,"19,259",59,48.0,"157,490",46.0,105181711.0,"88,056",3224599.0,4595901.0,,0.0,0,1.0383410490307936,-1.3720980050869247
Skechers,Skechers,DripReport,1/12/2020,QZFYX2083092,"3,280",24.0,402600493.0,78831.0,9948573.0,60.0,31685487.0,"843,639","1,921,469","308,754,044",2812434668.0,"70,368",41.0,,,8.0,"62,612",2.0,6114736.0,"122,858",3224599.0,3331270.0,,1.0,0,-0.33019632093350526,1.0800982958209862
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,11/10/2017,USUM71709320,"3,270",24.0,503915156.0,116054.0,26974343.0,72.0,395172100.0,"4,550,650","172,195","57,781,993",485983172.0,"19,024,819",10.0,"28,138",73,10.0,"106,988",10.0,133226702.0,"41,440",3224599.0,5040350.0,,0.0,0,0.8000619346365462,-0.6068712474857708
Ando Enfocado,Ando Enfocado,Jaziel Avilez,11/18/2022,QZTGS2200203,"3,278",24.0,191918763.0,17921.0,8023886.0,67.0,168330437.0,"768,931","51,300","4,813,141",63785723.0,,6.0,6,3,2.0,"50,523",6.0,25400655.0,"3,262",3224599.0,404205.0,,0.0,0,-1.0696468948705498,-0.5738545882092176
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,USUG12306094,"3,282",24.0,328526298.0,14390.0,6681758.0,,17047473.0,"217,601","93,800","18,344,787",197098789.0,407,24.0,37,,6.0,"123,064",,12735768.5,,3224599.0,854584.0,,0.0,0,-1.0558399666626517,-0.5079323901069837
Downtown,Downtown,Anitta,11/19/2017,BRWMB0700761,"3,279",24.0,678928131.0,57167.0,19566520.0,72.0,775603021.0,"5,185,313","272,600","72,091,395",567535888.0,"419,111,609",58.0,"8,828",141,144.0,"254,568",46.0,57268252.0,"20,138",3224599.0,2588672.0,,0.0,0,0.2795260049568786,-0.8453847213363305
Crï¿½ï¿,Crï¿½ï¿,KAROL G,11/2/2018,USUM71817050,"3,287",24.0,474863499.0,33671.0,14288251.0,67.0,817844545.0,"3,801,744","22,342","1,320,930",21632035.0,"149,759,944",28.0,"6,537",8,24.0,"209,963",34.0,60496578.0,"8,863",3224599.0,51229.0,,0.0,0,-0.2668903714238979,-0.8681526683188564
"Go Loko (feat. Tyga, Jon Z)",Go Loko,YG,5/3/2019,USUM71904934,"3,306",23.9,359828344.0,77046.0,11168503.0,56.0,294072510.0,"3,184,637","1,311,823","40,532,086",289928883.0,"3,159,297",29.0,"13,007",97,21.0,"37,239",4.0,47722670.0,"61,724",3224599.0,2142565.0,,1.0,0,-0.22968271378901978,0.9688909433833103
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,3/17/2023,USUM72304040,"3,292",23.9,185448173.0,32140.0,17704359.0,66.0,64774453.0,"486,024","17,536","2,313,721",19349275.0,"5,630",18.0,"4,148",25,5.0,"381,761",19.0,3645201.0,353,3224599.0,347852.0,,1.0,0,-0.9335125258900857,1.0535393023747446
"ZEIT, DASS SICH WAS DREHT","ZEIT, DASS SICH WAS DREHT",$OHO BANI,2/23/2024,DEKF22400164,"3,291",23.9,54065563.0,7779.0,9672092.0,73.0,6744201.0,"72,802",,,265917250.0,"89,825,480",18.0,"7,736",,16.0,"9,108,102",16.0,12735768.5,,3224599.0,198646.0,,1.0,0,-1.3396865988948956,1.0155773381682995
Corazï¿½ï¿½n Roto pt. 3 (feat. Jhayco & Ryan Cas,Corazï¿½ï¿½n Roto p,Brray,9/8/2023,USUM72313435,"3,297",23.9,139751220.0,18392.0,12791215.0,20.0,49641305.0,"248,150",,,265917250.0,"28,619,808",14.0,,,13.0,"211,845",,12735768.5,,3224599.0,235413.0,,1.0,0,-1.1246415773493723,1.0212195643602995
