Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Old Town Road,Old Town Road,Lil Nas X,3/14/2019,USSM11901941,75,170.3,0.23601571349862135,0.2157756469864886,0.07109883486954559,67.0,0.19624834508687794,"41,487,213","5,757,883","187,301,054",0.008495525417265136,"939,714,925",0.07226107226107226,"49,780","2,195",64.0,"397,418",100.0,0.12420129958769925,"2,022,074","106,880,548",0.040295049728759864,,0.0
un x100to,un x100to,Grupo Frontera,4/17/2023,QM6N22311285,76,170.2,0.23554881355591903,0.1683291242583305,0.21877788484820848,75.0,0.053844554147372554,"4,425,283","796,603","127,651,887",0.0071562378157056915,"1,522,934,425",0.11655011655011654,"73,481",225,42.0,"5,734,172",81.0,0.038163995285179934,"15,528",,0.010390367200291989,,0.0
Laxed ï¿½ï¿½ï¿½ Sire,Laxed (Siren Beat),Jawsh 685,4/24/2020,NZAM02001128,77,168.9,0.0560204277278658,0.0173258061183182,0.004356640736392341,,0.0007651168267118508,"339,414","42,900,000","919,945,708",0.05240060691991398,,0.031468531468531465,,,,,,0.0038799512995974354,,,0.003888099277733657,,0.0
Sprinter,Sprinter - Single,Dave,6/1/2023,GBUM72305159,78,168.1,0.16174637198572464,0.33846552538910657,0.2114204445453334,78.0,0.013457640598060481,"2,332,307","731,797","130,560,533",0.005380663897854982,"918,145,630",0.1794871794871795,"42,082",36,41.0,"1,790,031",76.0,0.00028125665366820796,"3,414","12,405,917",0.014075263069999254,,1.0
CHIHIRO,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401988,79,167.8,0.03956812333723183,0.01867745273894758,0.5521570575892446,90.0,0.0011886193989253863,"997,411",284,,0.0011401388999390325,"260,377,114",0.21445221445221446,"1,008",,53.0,"20,737,850",59.0,0.00035618436524438037,698,"1,680,434",0.0017681239782560204,,0.0
TQG,TQG,KAROL G,2/23/2023,USUM72222541,80,167.8,0.23925923794829074,0.13305250249410983,0.26423224127224415,78.0,0.06753079609693516,"8,953,293","457,111","15,048,444",0.0010640413905925994,"1,174,053,183",0.15967365967365968,"149,584",38,84.0,"8,850,320",131.0,0.046475686443032405,"16,511","164,895",0.01587038953860829,,1.0
Perfect,ýý (Deluxe),Ed Sheeran,3/3/2017,GBAHS1700024,81,167.5,0.6936870378300504,0.47453975416291916,0.44568148924707324,81.0,0.39660570347218577,"39,632,673","6,642,975","601,244,764",0.032789109706337534,"1,708,317,539",0.24125874125874128,"263,386",129,343.0,"1,242,581",102.0,0.4218863988993468,"595,052",,0.003888099277733657,,0.0
Pepas,Pepas,Farruko,6/24/2021,USSD12100307,82,167.3,0.3504635877256865,0.6089201901790507,0.4769034738447959,74.0,0.08770521396009757,"11,553,088","2,866,181","290,811,371",0.017438616351305003,"782,475,986",0.2995337995337995,"240,677",438,137.0,"4,015,523",102.0,0.08202034309164508,"89,582","6,227",0.07830469693828884,,1.0
Peekaboo,Glide - Single,Dave Angel,1/27/2023,GBLTF2300027,83,167.2,1.637522591496755e-06,0.00010501515097621746,0.00012486305497596008,,0.12595542352602965,"4,150,967",,,0.0011401388999390325,,0.0,13,,,,,0.008701528632515814,,,2.0064192494825464e-06,,0.0
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,3/16/2023,USE7D2300007,84,166.5,0.2838596487547581,0.21928179799488812,0.15176356267043,74.0,0.0430000745213631,"3,831,236","5,416","550,073",6.591318717728842e-05,"546,259,059",0.09557109557109557,"40,153",227,24.0,"4,946,338",61.0,0.05765019884638531,"53,890","17,115,523",0.015629032316917132,,0.0
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,5/25/2023,USAT22305457,85,166.2,0.20087162896136132,0.1266414969062875,0.5333230646046371,80.0,0.010601342187267916,"1,640,319","175,536","90,924,917",0.005264441377775432,"1,205,266,954",0.006993006993006992,"759,185","1,100",82.0,"4,067,956",,0.04411482060371541,"22,064","1,843,883",0.014557390601628315,,0.0
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,3/17/2023,MXF152300159,86,164.9,0.24109133096943786,0.1607172196053124,0.2838625797705849,79.0,0.05641676805051812,"3,118,229","1,031,612","116,003,972",0.010359376524809364,"1,690,231,413",0.09557109557109557,"57,941",177,42.0,"3,360,878",48.0,0.037858560974539227,"27,415","230,579",0.011991089387469867,,1.0
redrum,american dream,21 Savage,1/12/2024,USSM12309164,87,164.8,0.10001989203398977,0.09707126294269391,0.5500376218708415,,0.006441787055210514,"1,762,297","87,200","6,732,800",0.00018862644171222854,"977,638,660",0.08508158508158507,"102,457",56,48.0,"4,037,475",60.0,0.011480314977963662,"11,821",,0.011329080228024953,,1.0
Easy On Me,Easy On Me,Adele,10/14/2021,USSM12105970,88,163.2,0.40194557919921353,0.3550765509636834,0.35783424453656854,73.0,0.07320119949143572,"13,561,925","1,912,194","733,101,955",0.033701266969981006,"6,353,555,150",0.3776223776223776,"774,277","1,316",257.0,"5,323,750",100.0,0.13891868629124274,"126,594",,0.034437406548521114,,0.0
Titï¿½ï¿½ Me Pregu,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214878,89,163.1,0.3536728085178158,0.3229910347549336,0.2945885285101479,77.0,0.08369789133427254,"9,358,441","1,769,068","475,656,543",0.02250916112135909,"488,048,337",0.17365967365967366,"145,640",920,44.0,"5,591,928",108.0,0.04720827553009564,"81,914",,0.02335747718430606,,1.0
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,5/12/2023,USQX92302957,90,162.0,0.07782402445054654,0.18347332530475566,0.1563549682110753,68.0,0.012466426408811149,"2,084,532","928,132","63,253,779",0.0032081912680424584,"735,908,540",0.17132867132867133,"346,411",146,30.0,"1,277,729",60.0,0.06156963979522389,"46,789","16,620,102",0.019143032223247838,,1.0
Anti-Hero,Midnights,Taylor Swift,10/21/2022,USUG12205736,91,161.8,0.3651138588808709,0.19818052781969914,0.37148551924953416,80.0,0.012452454503270078,"3,482,508","1,302,967","376,660,493",0.01656934208246649,"724,976,542",0.30303030303030304,"1,034,319","1,088",74.0,"4,457,357",150.0,0.06308928345896171,"45,974",,0.021398065471525677,,0.0
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,7/6/2022,UYB282201028,92,161.7,0.39541356604560907,0.3548309510138197,0.33769353301811317,78.0,0.06938401491999742,"8,795,731","1,212,100","196,608,777",0.008810212111169563,"56,677,146",0.11421911421911422,"138,254",37,58.0,"5,211,955",65.0,0.012334323907159708,"5,213","4,099,686",0.031105831554270352,,0.0
Magnetic,SUPER REAL ME,ILLIT,3/25/2024,USA2P2413259,93,161.0,0.05957659964091439,0.019476922920572976,0.3452899311026345,86.0,0.012387981075922302,"2,596,912",,"57,656,713",0.002171554052113431,"273,521,596",0.07692307692307693,"4,716",137,9.0,"423,666",44.0,0.00015063909434649686,"1,207","556,784",0.003002003571135083,,0.0
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,7/28/2023,USSD12300307,94,158.2,0.06431172779369516,0.06403383520412743,0.08701053988346184,70.0,0.021289661783935192,"1,553,295","4,349,700","321,239,621",0.02044174921768821,"2,676,837,761",0.02097902097902098,"23,875",96,37.0,"3,780,737",29.0,0.0034852133178372682,"5,276",,0.005668352765556845,,1.0
La Diabla,La Diabla - Single,Xavi,12/2/2023,USA2P2357356,95,155.9,0.15167777366055252,0.046652133924805765,0.18216223328618508,83.0,0.026578741268642948,"2,750,086",,"414,833",4.546344344122299e-05,"1,795,939,912",0.03263403263403263,"16,287",462,34.0,"16,509,806",26.0,0.015443580705709383,"29,401",,0.006278900228559816,,0.0
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2/3/2023,GBAYE2300015,96,153.6,0.19878338545867172,0.21857718020769284,0.19438709901971124,70.0,0.012976316232719597,"2,461,166","3,502,547","955,272,568",0.03764924507944242,"806,434,641",0.18764568764568765,"223,173","6,243",65.0,"8,655,684",130.0,0.006973788837894609,"36,847","13,896,129",0.011741374360424292,,1.0
Snooze,SOS,SZA,12/9/2022,USRC12204591,97,153.3,0.2366827966659243,0.1829889005760589,0.32960735324427604,84.0,0.0239344699245973,"2,521,214","402,338","97,819,766",0.003806521504260636,"560,893,301",0.17832167832167833,"559,589",513,60.0,"2,707,900",61.0,0.05097700154543991,"85,113","17,702,595",0.014238788513683839,,1.0
BELLAKEO,BELLAKEO,Peso Pluma,12/7/2023,QMFMF2388143,98,153.1,0.08403718969686416,0.04414701443619567,0.3017130298598349,86.0,0.02262610732526703,"1,839,225","720,800","74,164,945",0.0037475777930960665,"4,123,457,278",0.045454545454545456,"16,952",69,63.0,"18,139,662",51.0,0.013704686065620591,"7,289",,0.0045625973733233105,,1.0
Agora Hills,Scarlet,Doja Cat,9/22/2023,USRC12301954,99,152.8,0.11903675813573805,0.1121595688281156,0.2573784156722852,,0.0029433933248609982,"986,278","328,562","88,846,508",0.0023343137305000794,"1,561,456,615",0.09207459207459208,"400,206",14,78.0,"9,341,155",39.0,0.015789759769325902,"19,559",,0.019542614484030274,,1.0
Prada,Prada,cassï¿,8/11/2023,GBCEN2300147,100,152.5,0.1424041303085413,0.21764728798372604,0.612765874933555,83.0,0.0029168257519884273,"418,343","283,600","96,934,486",0.004675603801413399,"113,545,664",0.14918414918414918,"123,242","1,570",167.0,"15,480,679",100.0,0.0008272807538558326,"1,073","25,956,265",0.003888099277733657,,1.0
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,5/2/2024,GXD7G2413058,101,152.3,0.0012043568754290033,0.0007943888033523546,0.011148436953513294,,7.827753034005751e-05,"27,849","1,100,000","261,000",1.6721443850786516e-05,,0.002331002331002331,,,2.0,"39,366",,0.008701528632515814,,,0.00021682522034600842,,0.0
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,USAR12300323,102,152.1,0.056538860466816526,0.06295658301024237,0.2825723015199165,76.0,0.0014033830746726312,"261,664","2,553,106","312,997,953",0.016430920807128952,"15,593,731",0.12237762237762237,"370,635","5,999",69.0,"1,792,014",79.0,0.057682649802825975,"30,713","670,026",0.010100264455156488,,0.0
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364182,103,150.7,0.11167894427782935,0.12416347810180034,0.1976117159076527,78.0,0.006946058832631514,"1,312,763","1,700,998","182,319,546",0.009052302658788891,"90,954,700",0.08974358974358974,"35,330",39,56.0,"15,784,760",53.0,0.012177571220969033,"12,664","4,374,049",0.01026169248552132,,1.0
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,4/24/2020,USSM12002399,104,150.5,0.014336517529061914,0.012261365772852228,0.006511762504210464,43.0,0.0006112066625765884,"201,210","37,726,462","9,239,474",0.000633862615710072,,0.01631701631701632,"10,152",,5.0,"59,317",1.0,0.008701528632515814,,,0.017376045670870206,,0.0
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,6/15/2023,GBBKS2300080,105,150.4,0.10747599578557507,0.2768470386574321,0.48725168487458836,77.0,0.0005012825762670938,"98,257","530,103","65,920,648",0.004428200970979012,"56,004,473",0.031468531468531465,"195,140",,102.0,"3,034,022",111.0,0.0007740519206188689,"1,312","9,451,176",0.04221953791737012,,0.0
Training Season,Training Season,Dua Lipa,2/15/2024,GBAHT2301078,106,148.9,0.058660445106635435,0.02847265625661638,0.354442110578168,76.0,0.004085716619343359,"961,957","102,884","34,572,688",0.0018496171406489643,"2,120,552,147",0.18764568764568765,"180,711",57,127.0,"33,540,073",116.0,0.007040908533423032,"3,796","776,717",0.009316746363974771,,0.0
Type Shit,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402033,107,148.1,0.04792880241613615,0.04753290615879984,0.32300277346776757,84.0,0.0024170146797079643,"672,789",,,0.0011401388999390325,"232,440,923",0.11421911421911422,"3,432",45,41.0,"2,943,724",47.0,0.004029245786350131,"4,527","7,571,301",0.004098973485883922,,1.0
Armageddon,Armageddon - The 1st Album,aespa,5/27/2024,KRA302400093,108,147.4,0.007693911457603541,0.002135872667435649,0.09988618239101739,74.0,0.003544798639950135,"1,257,935",,,0.0011401388999390325,"29,510,774",0.04195804195804195,290,6,5.0,"530,831",33.0,1.4940312120768178e-05,48,"139,164",0.000135285433975881,,0.0
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,USAT21906978,109,146.6,0.44647276838503563,0.5375149688934959,0.3345425410014011,78.0,0.02703320001094702,"4,829,633","4,930,490","561,201,008",0.019613264876030448,"2,077,511",0.296037296037296,"296,948",181,138.0,"555,650",28.0,0.20206106330279935,"633,414","168,458,097",0.05454529894559438,,1.0
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,7/23/2021,USSM12104539,110,145.3,0.4706233514273133,0.6010084842079232,0.33521877296000563,70.0,0.06146911201796694,"16,856,186","1,750,366","915,814,897",0.04098466402368585,"3,191,316,960",0.4184149184149184,"245,228",925,109.0,"3,242,122",74.0,0.05135694952690382,"96,430",,0.05775323119716048,,1.0
Pedro,Pedro - Single,Jaxomy,3/29/2024,DEE862400427,111,144.6,0.03927263400887138,0.04683845112815067,0.6088861167632975,85.0,0.0021447381047548734,"717,214",,,0.0011401388999390325,"39,149,568",0.12354312354312354,"4,448",,158.0,"16,345,999",54.0,2.703904752272377e-05,482,"3,634,381",0.010959494162507457,,0.0
Fast Car,Gettin' Old,Luke Combs,3/24/2023,US6XF2200436,112,144.5,0.1212171985279901,0.12384165747784096,0.22257656989466704,80.0,0.006598324961924341,"768,813","354,036","74,258,021",0.003962593618688658,"103,658,014",0.1351981351981352,"673,629",59,67.0,"8,306,302",104.0,0.12634669410981614,"88,890","728,039",0.01414123377094596,,0.0
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,1/7/2024,JPU902305042,113,144.0,0.05778366702310215,0.03763776886842787,0.05287164194970659,80.0,0.023864801663616056,"4,392,933",,"22,950,364",0.0012713590975631012,"1,041,035,733",0.0606060606060606,807,,18.0,"357,941",17.0,0.0003670785563435549,"1,928",,0.004865903358055179,,0.0
Aesthetic,Aesthetic,Tollan Kim,3/4/2022,SGB502208576,114,144.0,0.0013341018707297956,0.0039126612702429404,0.0020427690326648303,44.0,0.00019109273387479407,"56,276","20,114,495","2,452,502,310",0.14522340933508482,,0.0034965034965034965,22,,4.0,"1,397",1.0,1.4731925273151482e-05,81,,0.0011366160311660513,,0.0
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,10/18/2018,USUM71814888,116,143.9,0.784474701048944,0.6641039582242954,0.4723472168900997,79.0,0.169284397843343,"19,410,390","2,714,134","178,829,434",0.0068491961903124005,"484,189,798",0.40792540792540793,"273,683",,86.0,"809,352",99.0,0.3732976083302802,"906,813",,0.0071427342358665125,,0.0
Hands,Hands,Dianï¿½,8/1/2022,GBKPL2205333,115,143.9,2.9392491154147222e-05,1.1856549303766487e-05,8.042892999947362e-07,1.0,0.14922805085266497,"7,208,467",33,188,2.7423301515989582e-08,"26,630,093",0.031468531468531465,658,,,,,0.008701528632515814,,,1.337612832988364e-06,,0.0
Saturn,Saturn - Single,SZA,2/24/2024,USRC12400216,117,142.8,0.08013358598660289,0.03574410856534059,0.5879839529266169,87.0,0.002338601816826732,"349,660",,,0.0011401388999390325,"196,380,893",0.13869463869463872,"158,378",360,103.0,"10,995,523",87.0,0.007817571097139419,"7,496","166,254",0.003393155231306881,,0.0
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,6/4/2024,BXT622400190,118,142.4,0.0560204277278658,0.05472898468980726,0.05054245444310051,,0.002409058302558886,"44,223",,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
Believer,Believer,Imagine Dragons,1/31/2017,USUM71700626,119,142.2,0.7021484073813213,0.5689094176571119,0.3401780627135471,81.0,0.2753860422583173,"42,240,881","5,745,117","453,132,709",0.02519573153315406,"276,194,776",0.26223776223776224,"253,782",388,118.0,"1,138,425",71.0,0.41990202113658776,"844,301","2,943,611",0.09693919060101137,,0.0
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,USSM12203789,120,141.0,0.18385164236470444,0.31140210470688073,0.2225982475877906,77.0,0.021918587023346675,"2,590,835","931,660","95,662,104",0.0035867709101740784,"3,934,416,606",0.17365967365967366,"463,665","1,308",32.0,"399,388",69.0,0.12456469482110673,"53,326","48,937,045",0.016079393818614476,,1.0
I KNOW ?,UTOPIA,Travis Scott,7/28/2023,USSM12305012,121,139.5,0.12439759392422306,0.21770826452300254,0.12093254653205263,81.0,0.006001280430122118,"1,237,197","322,900","108,595,670",0.0040611644936144504,"259,363,238",0.05244755244755245,"107,637",57,33.0,"1,423,258",40.0,0.004328021966400592,"8,712","12,785,993",0.008471352305008556,,1.0
ANDO,ANDO,Jere Klein,9/27/2023,QMDA72363047,122,139.0,0.06838511720820432,0.04842553494209769,0.11780724984316644,72.0,0.024892005425513796,"809,942","1,900,606","68,341,852",0.0037424610406503554,"1,969,191,415",0.011655011655011654,"1,754",,15.0,"8,391,160",1.0,0.0005223137763422403,"5,168",,0.0054384243990917664,,1.0
First Class,First Class,Jack Harlow,4/8/2022,USAT22203024,123,138.6,0.19125618599296346,0.3787456109595167,0.18901475525135444,71.0,0.01416603134124159,"2,756,840","1,610,614","624,748,318",0.029544707053398574,"3,849,170,813",0.17132867132867133,"666,615","4,406",37.0,"759,989",77.0,0.0802470010807919,"40,907","24,111,168",0.0193133594736852,,1.0
FE!N,UTOPIA,Travis Scott,7/28/2023,USSM12305010,124,137.8,0.15392145148029354,0.22006094266342136,0.35819151670486193,86.0,0.007670428740465977,"1,990,342","22,100","13,787,343",0.0004604799666695705,"244,390,161",0.10023310023310023,"37,314",361,46.0,"2,137,898",38.0,0.002069775376147979,"6,510","14,942,955",0.00836818777783845,,1.0
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,3/3/2023,USUG12301493,125,137.7,0.0009139195530098002,0.0009214232601784242,0.004018095929856642,40.0,0.09661463171954773,"9,304,666",,,0.0011401388999390325,"2,651,764,724",0.031468531468531465,25,,,,,3.59245260579865e-06,,,0.003888099277733657,,1.0
Losing Interest - Original Mix,Losing Interest (Original),Goovex,6/10/2024,CA5KR2465999,126,136.4,0.02948680811111274,6.775171030723707e-06,2.2764055448192252e-05,1.0,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,USUM72206227,127,136.2,0.3754366973613445,0.3597700506952172,0.6115810843705078,83.0,0.025105101429417083,"3,326,477","247,865","155,593,087",0.007827186013368145,"2,563,240,162",0.31002331002331,"523,907","3,418",111.0,"4,754,372",75.0,0.10437799306413552,"49,622",,0.041365108147225965,,0.0
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305253,128,136.2,0.10248725763523807,0.04057988688851964,0.13267111455929714,78.0,0.03122795802250606,"2,202,866","1,223,804","46,080,266",0.0033553759989550206,"1,337,889,706",0.0641025641025641,"60,758",959,29.0,"3,457,921",38.0,0.02610950758494681,"9,932","62,622",0.003937509057890983,,0.0
Drained of Color,Drained of Color,Exhumed,8/30/2022,US2642250302,129,134.0,3.679953065552172e-05,0.0010738646083697074,7.152457073507693e-05,16.0,0.1320941123110394,,9,422,1.9144002699952078e-08,"1,318,392",0.031468531468531465,29,,,,,7.720561895307102e-07,,,9.41788627308134e-07,,0.0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,7/24/2020,USQX92003025,130,133.0,0.4362370775909605,0.5123469023071151,0.31489879259899695,76.0,0.0457720428086036,"10,795,292","2,467,227","160,756,733",0.007584009904325391,"2,069,527,154",0.3822843822843823,"931,316","1,897",273.0,"3,821,598",85.0,0.16436055521173282,"131,540","40,756,476",0.04653634665778006,,1.0
Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,0.4373679753103747,0.24495292103030025,0.19511067731668186,74.0,0.16167346156979245,"62,311,179","3,098,499","662,794,945",0.02171105747590989,"2,199,001,119",0.3752913752913753,"351,169",198,355.0,"1,888,088",98.0,0.008701528632515814,,,0.03592800771185665,,0.0
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,12/10/2023,GXBAV2381801,132,130.7,1.694745959763294e-06,3.387585515361853e-06,2.6682583412147648e-08,,0.009083557963613114,,"4,200,000","3,646,489",0.00031435710406533445,,0.031468531468531465,,,,,,0.008701528632515814,,,2.370395530567815e-06,,0.0
